"JD.ID","Agency","Project.ID","District.or.Region","JD.Basis","PDF.Link","Finalized.Date","Closure.Method","Waters.Names","Resource.Types","Resource.Type.Description","Water.of.the.U.S.","Cowardin.Code","Cowardin.Category","Cowardin.Description","HGM","HGM.Description","Longitude","Latitude","State","County","HUC8","Authority","Local.Waterway","Similarly.Situated..a..8.","Similarly.Situated..a..7.","Normal.Farming","OHWM..Changes.in.plant.community","OHWM..Presence.of.bed.and.banks","OHWM..Break.in.slope","OHWM..Change.in.the.character.of.soil","OHWM..Change.in.vegetation.density.maturity","OHWM..Change.in.sediment.texture","OHWM..Natural.line.impressed.on.the.bank","OHWM..Destruction.of.terrestrial.vegetation","OHWM..Leaf.litter.disturbed","OHWM..Multiple.flow.events.observed","OHWM..Scour.marks","OHWM..Sediment.deposition","OHWM..Sediment.sorting","OHWM..Shelving","OHWM..Litter.and.debris","OHWM..Wrack.lines","OHWM..Matted..bent..or.absent.vegetation","OHWM..Water.staining","OHWM.Other","OHWM.Other.Text","Function.Present..Sediment.Trapping","Function.Present..Nutrient.Recycling","Function.Present..Pollutant.trapping..transformation..filtering..and.transport","Function.Present..Retention.and.attenuation.of.flood.waters","Function.Present..Runoff.storage","Function.Present..Contribution.of.flow","Function.Present..Export.of.organic.matter","Function.Present..Export.of.food.resources","Function.Present..Provision.of.life.cycle.dependent.aquatic.habitat"
5276544,"Corps","MVS-2022-00121","St. Louis","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/25/2022","Approved JD That Did Not Require A Field/Site Visit","Mine Pit Lake #1","ISOLATE","Isolated (interstate or intrastate) waters","No","L2","Lacustrine","Littoral, Lacustrine","Lacustrine Fringe","A lacustrine fringe has a dominant water source of lake overbank flow, and the dominant hydrodynamics are bidirectional and horizontal.",-89.28536,37.99515,"Illinois","Perry",7140106,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5276549,"Corps","MVS-2022-00121","St. Louis","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/25/2022","Approved JD That Did Not Require A Field/Site Visit","Mine Pit Lake #2","ISOLATE","Isolated (interstate or intrastate) waters","No","L2","Lacustrine","Littoral, Lacustrine","Lacustrine Fringe","A lacustrine fringe has a dominant water source of lake overbank flow, and the dominant hydrodynamics are bidirectional and horizontal.",-89.29841,37.99456,"Illinois","Perry",7140106,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5276550,"Corps","MVS-2022-00121","St. Louis","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/25/2022","Approved JD That Did Not Require A Field/Site Visit","Mine Pit Lake #3","ISOLATE","Isolated (interstate or intrastate) waters","No","L2","Lacustrine","Littoral, Lacustrine","Lacustrine Fringe","A lacustrine fringe has a dominant water source of lake overbank flow, and the dominant hydrodynamics are bidirectional and horizontal.",-89.27237,37.99722,"Illinois","Perry",7140106,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5276551,"Corps","MVS-2022-00121","St. Louis","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/25/2022","Approved JD That Did Not Require A Field/Site Visit","Mine Pit Lake #4","ISOLATE","Isolated (interstate or intrastate) waters","No","L2","Lacustrine","Littoral, Lacustrine","Lacustrine Fringe","A lacustrine fringe has a dominant water source of lake overbank flow, and the dominant hydrodynamics are bidirectional and horizontal.",-89.27946,37.99286,"Illinois","Perry",7140106,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5276552,"Corps","MVS-2022-00121","St. Louis","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/25/2022","Approved JD That Did Not Require A Field/Site Visit","Mine Pit Lake #5","ISOLATE","Isolated (interstate or intrastate) waters","No","L2","Lacustrine","Littoral, Lacustrine","Lacustrine Fringe","A lacustrine fringe has a dominant water source of lake overbank flow, and the dominant hydrodynamics are bidirectional and horizontal.",-89.27288,37.99207,"Illinois","Perry",7140106,"None","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274725,"Corps","LRC-2021-00645","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Wetland 3","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.09333,41.44692,"Illinois","Will",7120004,"None","Jackson Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274725,"Corps","LRC-2021-00645","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.09035,41.4447,"Illinois","Will",7120004,"None","Jackson Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274725,"Corps","LRC-2021-00645","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Farmed Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.09752,41.44567,"Illinois","Will",7120004,"None","Jackson Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5275221,"Corps","LRC-2022-00090","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Wetland C","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.02415,41.93144,"Illinois","DuPage",7120004,"Section 404","East Branch Du Page River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5275221,"Corps","LRC-2022-00090","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Wetland A","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.02336,41.93246,"Illinois","DuPage",7120004,"Section 404","East Branch Du Page River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5275221,"Corps","LRC-2022-00090","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Waters 1","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","POW","Palustrine","Open Water, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.02351,41.93241,"Illinois","DuPage",7120004,"Section 404","East Branch Du Page River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5275221,"Corps","LRC-2022-00090","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Wetland B","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.02495,41.93214,"Illinois","DuPage",7120004,"Section 404","East Branch Du Page River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5275221,"Corps","LRC-2022-00090","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Wetland D","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.02512,41.93085,"Illinois","DuPage",7120004,"Section 404","East Branch Du Page River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5272639,"Corps","LRC-2021-01171","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Farmed Wetland 1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.3713,42.10393,"Illinois","Kane",7120006,"None","South Branch Kishwaukee River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5272639,"Corps","LRC-2021-01171","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Farmed Wetland 2","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.36938,42.10376,"Illinois","Kane",7120006,"None","South Branch Kishwaukee River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5269730,"Corps","LRC-2021-00645","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","West Tributary Wetland Fringe","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Riverine","Riverine is characterized by a water source of overbank flow from a channel, and hydrodynamics which are predominantly unidirectional and horizontal.",-88.09436,41.45014,"Illinois","Will",7120004,"Section 404","Jackson Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5269730,"Corps","LRC-2021-00645","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Drainageway Outlet","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","R3RB","Riverine","Rock Bottom, Upper Perennial, Riverine","Riverine","Riverine is characterized by a water source of overbank flow from a channel, and hydrodynamics which are predominantly unidirectional and horizontal.",-88.09811,41.43182,"Illinois","Will",7120004,"Section 404","Jackson Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5269730,"Corps","LRC-2021-00645","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","Wetland 2","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.09884,41.44418,"Illinois","Will",7120004,"Section 404","Jackson Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5269730,"Corps","LRC-2021-00645","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/24/2022","Approved JD That Did Require A Field/Site Visit","East Tributary Wetland Fringe","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","R3","Riverine","Upper Perennial, Riverine","Riverine","Riverine is characterized by a water source of overbank flow from a channel, and hydrodynamics which are predominantly unidirectional and horizontal.",-88.08503,41.44659,"Illinois","Will",7120004,"Section 404","Jackson Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5270643,"Corps","LRC-2021-01120","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/23/2022","Approved JD That Did Require A Field/Site Visit","Ditch","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","RP","Riparian","Riparian - Plant communities contiguous to and affected by surface and subsurface hydrologic features of perennial or intermittent lotic and lentic water bodies (rivers, streams, lakes, or drainage ways).  Riparian areas have one or both of the following characteristics: 1) distinctively different vegetative species than adjacent areas, and 2) species similar to adjacent areas but exhibiting more vigorous or robust growth forms. Riparian areas are usually transitional between wetland and upland.","Slope","The Slope wetland class is characterized by a water source of return flow from groundwater, with principally unidirectional and horizontal hydrodynamics.",-88.04828,41.79788,"Illinois","DuPage",7120004,"Section 404","Saint Joseph Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5276246,"Corps","MVR-2021-01722","Rock Island","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Not Require A Field/Site Visit","WL 5","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","R4","Riverine","Intermittent, Riverine","","",-88.28221,41.25667,"Illinois","Grundy",7120005,"Section 404","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5276246,"Corps","MVR-2021-01722","Rock Island","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Not Require A Field/Site Visit","WL 1","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","R3","Riverine","Upper Perennial, Riverine","","",-88.28222,41.24788,"Illinois","Grundy",7120005,"Section 404","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274554,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W8","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","","",-88.02942,42.32664,"Illinois","Lake",7120004,"Section 404","Wetland 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274554,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 Waters 1","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","R3","Riverine","Upper Perennial, Riverine","","",-88.02945,42.32631,"Illinois","Lake",7120004,"Section 404","Tributary to Mill Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W2","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.02622,42.33128,"Illinois","Lake",7120004,"None","Wetland 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W4","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.01956,42.32397,"Illinois","Lake",7120004,"None","Wetland 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W7","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.02886,42.32957,"Illinois","Lake",7120004,"None","Wetland 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W10","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.03053,42.33621,"Illinois","Lake",7120004,"None","Wetland 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W6","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.02551,42.32908,"Illinois","Lake",7120004,"None","Wetland 6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W1","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.02492,42.33299,"Illinois","Lake",7120004,"None","Wetland 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W5","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.02351,42.32681,"Illinois","Lake",7120004,"None","Wetland 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274555,"Corps","LRC-2020-00489","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/22/2022","Approved JD That Did Require A Field/Site Visit","LRC-2020-489 W3","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","","",-88.02165,42.32486,"Illinois","Lake",7120004,"None","Wetland 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5270814,"Corps","LRC-2021-01128","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Wetland B","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.34576,42.15169,"Illinois","Kane",7120006,"Section 404","Crystal Lake Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5270814,"Corps","LRC-2021-01128","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Wetland A","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PSS","Palustrine","Scrub-Shrub, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.3486,42.15328,"Illinois","Kane",7120006,"Section 404","Crystal Lake Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5270814,"Corps","LRC-2021-01128","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Wetland D","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.3453,42.14886,"Illinois","Kane",7120006,"Section 404","Crystal Lake Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5270814,"Corps","LRC-2021-01128","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Wetland C","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PSS","Palustrine","Scrub-Shrub, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.3451,42.15112,"Illinois","Kane",7120006,"Section 404","Crystal Lake Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274163,"Corps","LRC-2021-01128","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Farmed Wetland C","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.34578,42.14586,"Illinois","Kane",7120006,"None","Crystal Lake Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274163,"Corps","LRC-2021-01128","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Farmed Wetland B","ISOLATE","Isolated (interstate or intrastate) waters","No","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.34535,42.14446,"Illinois","Kane",7120006,"None","Crystal Lake Outlet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274174,"Corps","LRC-2021-01003","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Site 1","RPWWD","Wetlands Directly Abutting Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","PEM","Palustrine","Emergent, Palustrine","Depressional","Depressional is characterized by a water source consisting of return flow from groundwater and interflow with primarily vertical hydrodynamics.",-88.52877,42.05385,"Illinois","Kane",7090006,"Section 404","Coon Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
5274174,"Corps","LRC-2021-01003","Chicago","1986/88","https://permits.ops.usace.army.mil/orm-public/f?p=340:11:0::NO","02/16/2022","Approved JD That Did Require A Field/Site Visit","Site 2","RPW","Relatively Permanent Water that flows directly or indirectly into Traditional Navigable Water","Yes","R3","Riverine","Upper Perennial, Riverine","Riverine","Riverine is characterized by a water source of overbank flow from a channel, and hydrodynamics which are predominantly unidirectional and horizontal.",-88.52778,42.05428,"Illinois","Kane",7090006,"Section 404","Coon Creek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
